Ensembl_gene_ID	Ensembl_transcript_ID	Gene_symbol	Intron1	Intron2	Intron3	Intron4	Intron5	Intron6
ENSMUSG00000060663	ENSMUST00000079955	Olfr175-ps1	1952					
ENSMUSG00000063137	ENSMUST00000217377	Olfr177	678	735				
ENSMUSG00000044029	ENSMUST00000206523	Olfr178	1656					
ENSMUSG00000044029	ENSMUST00000215032	Olfr178	1653					
ENSMUSG00000090629	ENSMUST00000206168	Olfr180	12292	1298				
ENSMUSG00000090629	ENSMUST00000171656	Olfr180	1659					
ENSMUSG00000090629	ENSMUST00000205883	Olfr180	1656					
ENSMUSG00000090951	ENSMUST00000205986	Olfr181	1702					
ENSMUSG00000090951	ENSMUST00000205742	Olfr181	0					
ENSMUSG00000090951	ENSMUST00000205668	Olfr181	1697					
ENSMUSG00000062105	ENSMUST00000206303	Olfr183	4223					
ENSMUSG00000062105	ENSMUST00000214916	Olfr183	162	2762	912			
ENSMUSG00000062105	ENSMUST00000214831	Olfr183	162	4017				
ENSMUSG00000062105	ENSMUST00000213465	Olfr183	2968	912				
ENSMUSG00000062105	ENSMUST00000073320	Olfr183	4017					
ENSMUSG00000047960	ENSMUST00000216415	Olfr186	2159					
ENSMUSG00000047960	ENSMUST00000206463	Olfr186	2287					
ENSMUSG00000043357	ENSMUST00000207673	Olfr187	2883					
ENSMUSG00000043357	ENSMUST00000206428	Olfr187	0					
ENSMUSG00000064006	ENSMUST00000216495	Olfr190	2626					
ENSMUSG00000094539	ENSMUST00000215647	Olfr191	3137					
ENSMUSG00000060057	ENSMUST00000208455	Olfr193	1103					
ENSMUSG00000060057	ENSMUST00000076262	Olfr193	0					
ENSMUSG00000060057	ENSMUST00000207935	Olfr193	1092					
ENSMUSG00000063020	ENSMUST00000213228	Olfr194	854					
ENSMUSG00000063020	ENSMUST00000216519	Olfr194	828					
ENSMUSG00000062608	ENSMUST00000216957	Olfr195	1655					
ENSMUSG00000062608	ENSMUST00000075381	Olfr195	0					
ENSMUSG00000096695	ENSMUST00000205471	Olfr196	2097					
ENSMUSG00000052537	ENSMUST00000208244	Olfr198	982					
ENSMUSG00000052537	ENSMUST00000064452	Olfr198	0					
ENSMUSG00000074996	ENSMUST00000214186	Olfr199	2906					
ENSMUSG00000074995	ENSMUST00000216834	Olfr201	2814					
ENSMUSG00000048810	ENSMUST00000201687	Olfr202	892	1069				
ENSMUSG00000048810	ENSMUST00000217485	Olfr202	892	1065				
ENSMUSG00000068182	ENSMUST00000215893	Olfr203	4012					
ENSMUSG00000095928	ENSMUST00000216261	Olfr204	2672					
ENSMUSG00000094422	ENSMUST00000213910	Olfr205	1484					
ENSMUSG00000094422	ENSMUST00000074125	Olfr205	0					
ENSMUSG00000066257	ENSMUST00000207927	Olfr206	3450					
ENSMUSG00000066257	ENSMUST00000084791	Olfr206	0					
ENSMUSG00000095706	ENSMUST00000213779	Olfr209	1640	589				
ENSMUSG00000095706	ENSMUST00000208875	Olfr209	1640					
ENSMUSG00000095706	ENSMUST00000208246	Olfr209	589					
ENSMUSG00000094891	ENSMUST00000214891	Olfr55	325	7554				
ENSMUSG00000094891	ENSMUST00000216633	Olfr55	7471					
ENSMUSG00000094891	ENSMUST00000214888	Olfr55	7554					
ENSMUSG00000093884	ENSMUST00000214406	Olfr239	7432					
ENSMUSG00000093884	ENSMUST00000213731	Olfr239	7515					
ENSMUSG00000096169	ENSMUST00000213751	Olfr1564	902	678	3449			
ENSMUSG00000096169	ENSMUST00000208645	Olfr1564	5272					
ENSMUSG00000096169	ENSMUST00000213642	Olfr1564	902	4263				
ENSMUSG00000096169	ENSMUST00000215450	Olfr1564	912	4263				
ENSMUSG00000054666	ENSMUST00000217023	Olfr63	3946					
ENSMUSG00000056600	ENSMUST00000217397	Olfr90	494	1441				
ENSMUSG00000056600	ENSMUST00000215195	Olfr90	1441	128				
ENSMUSG00000056600	ENSMUST00000216488	Olfr90	1441					
ENSMUSG00000056600	ENSMUST00000207101	Olfr90	494	1672				
ENSMUSG00000095377	ENSMUST00000217372	Olfr91	3852					
ENSMUSG00000095377	ENSMUST00000216376	Olfr91	3806					
ENSMUSG00000096477	ENSMUST00000214994	Olfr92	7478					
ENSMUSG00000096477	ENSMUST00000216341	Olfr92	7462					
ENSMUSG00000091601	ENSMUST00000219235	Olfr93	8870					
ENSMUSG00000091601	ENSMUST00000171679	Olfr93	0					
ENSMUSG00000043827	ENSMUST00000222190	Olfr94	2959					
ENSMUSG00000049561	ENSMUST00000060728	Olfr95	0					
ENSMUSG00000049561	ENSMUST00000216318	Olfr95	248					
ENSMUSG00000064121	ENSMUST00000213475	Olfr96	4694					
ENSMUSG00000064121	ENSMUST00000214482	Olfr96	4367					
ENSMUSG00000058802	ENSMUST00000214622	Olfr97	4651					
ENSMUSG00000058802	ENSMUST00000216225	Olfr97	4426					
ENSMUSG00000058802	ENSMUST00000073667	Olfr97	4813					
ENSMUSG00000058802	ENSMUST00000213328	Olfr97	2645	1388				
ENSMUSG00000058802	ENSMUST00000214848	Olfr97	4264					
ENSMUSG00000063660	ENSMUST00000080759	Olfr98	0					
ENSMUSG00000061972	ENSMUST00000216328	Olfr99	767	1873				
ENSMUSG00000092077	ENSMUST00000215392	Olfr101	2178					
ENSMUSG00000092077	ENSMUST00000214376	Olfr101	3769					
ENSMUSG00000092077	ENSMUST00000058046	Olfr101	0					
ENSMUSG00000091531	ENSMUST00000217590	Olfr102	2477					
ENSMUSG00000091531	ENSMUST00000169373	Olfr102	0					
ENSMUSG00000049618	ENSMUST00000173472	Olfr103	2317					
ENSMUSG00000095858	ENSMUST00000178766	Olfr104-ps	790	1650				
ENSMUSG00000095858	ENSMUST00000215398	Olfr104-ps	1641					
ENSMUSG00000094884	ENSMUST00000215518	Olfr105-ps	806	2592				
ENSMUSG00000095603	ENSMUST00000214704	Olfr106-ps	809	3260				
ENSMUSG00000063188	ENSMUST00000215974	Olfr107	2782	3007				
ENSMUSG00000063188	ENSMUST00000215894	Olfr107	2782	2771				
ENSMUSG00000063188	ENSMUST00000215947	Olfr107	2782	1516				
ENSMUSG00000063188	ENSMUST00000216844	Olfr107	2782	1273				
ENSMUSG00000059687	ENSMUST00000078207	Olfr108	0					
ENSMUSG00000029184	ENSMUST00000217602	Olfr109	7181					
ENSMUSG00000029184	ENSMUST00000214938	Olfr109	6709	359				
ENSMUSG00000029184	ENSMUST00000214668	Olfr109	325	6489				
ENSMUSG00000090894	ENSMUST00000168318	Olfr110	6101					
ENSMUSG00000090894	ENSMUST00000216472	Olfr110	5958					
ENSMUSG00000090675	ENSMUST00000215424	Olfr111	3942					
ENSMUSG00000090675	ENSMUST00000214259	Olfr111	21800					
ENSMUSG00000051611	ENSMUST00000213274	Olfr112	920	196	753			
ENSMUSG00000051611	ENSMUST00000208832	Olfr112	2285	753				
ENSMUSG00000051611	ENSMUST00000174798	Olfr112	2672	920	196	753		
ENSMUSG00000092292	ENSMUST00000216181	Olfr113	2116					
ENSMUSG00000062629	ENSMUST00000214871	Olfr114	2255					
ENSMUSG00000062629	ENSMUST00000216249	Olfr114	1307	747				
ENSMUSG00000062629	ENSMUST00000076914	Olfr114	0					
ENSMUSG00000092413	ENSMUST00000221552	Olfr115	211	606				
ENSMUSG00000092413	ENSMUST00000223366	Olfr115	1357	13397	1143			
ENSMUSG00000061336	ENSMUST00000216128	Olfr116	1357	789				
ENSMUSG00000095286	ENSMUST00000215414	Olfr117	794	1086	798			
ENSMUSG00000095286	ENSMUST00000213638	Olfr117	1116	1086	798			
ENSMUSG00000080990	ENSMUST00000216551	Olfr118	3937					
ENSMUSG00000080990	ENSMUST00000215811	Olfr118	4747					
ENSMUSG00000059964	ENSMUST00000213732	Olfr119	172	3667				
ENSMUSG00000059964	ENSMUST00000080483	Olfr119	3920					
ENSMUSG00000063994	ENSMUST00000207771	Olfr120	3788					
ENSMUSG00000060017	ENSMUST00000174675	Olfr121	170	2651				
ENSMUSG00000060017	ENSMUST00000074555	Olfr121	2902					
ENSMUSG00000083947	ENSMUST00000172582	Olfr122	2949					
ENSMUSG00000083947	ENSMUST00000217119	Olfr122	227					
ENSMUSG00000045202	ENSMUST00000216051	Olfr123	1890					
ENSMUSG00000045202	ENSMUST00000214770	Olfr123	1508					
ENSMUSG00000044985	ENSMUST00000215168	Olfr124	2222	2011				
ENSMUSG00000044985	ENSMUST00000216478	Olfr124	2307	923	968			
ENSMUSG00000044985	ENSMUST00000217365	Olfr124	1170	923	968			
ENSMUSG00000050613	ENSMUST00000213857	Olfr125	704	1003				
ENSMUSG00000050613	ENSMUST00000050255	Olfr125	0					
ENSMUSG00000109212	ENSMUST00000213844	Olfr126	210	1643	764			
ENSMUSG00000109212	ENSMUST00000217487	Olfr126	210	2477				
ENSMUSG00000058114	ENSMUST00000217223	Olfr127	210	2416				
ENSMUSG00000059030	ENSMUST00000216440	Olfr128	204	2406				
ENSMUSG00000059030	ENSMUST00000080231	Olfr128	0					
ENSMUSG00000109376	ENSMUST00000049620	Olfr761	0					
ENSMUSG00000081724	ENSMUST00000216476	Olfr129	1485	2176	287			
ENSMUSG00000094878	ENSMUST00000215726	Olfr130	2722	338				
ENSMUSG00000094878	ENSMUST00000217390	Olfr130	1977	567	338			
ENSMUSG00000043312	ENSMUST00000216523	Olfr131	1419	2171	1766			
ENSMUSG00000043312	ENSMUST00000215940	Olfr131	3690	1766				
ENSMUSG00000043312	ENSMUST00000172933	Olfr131	3690	1676				
ENSMUSG00000067186	ENSMUST00000216804	Olfr132	2751					
ENSMUSG00000063240	ENSMUST00000215078	Olfr133	1306	1553				
ENSMUSG00000063240	ENSMUST00000215549	Olfr133	2944					
ENSMUSG00000063240	ENSMUST00000173610	Olfr133	1306	1623				
ENSMUSG00000096009	ENSMUST00000215900	Olfr134	3521					
ENSMUSG00000057801	ENSMUST00000213217	Olfr135	3664					
ENSMUSG00000057801	ENSMUST00000076245	Olfr135	0					
ENSMUSG00000057443	ENSMUST00000173841	Olfr138	1992	10783	736			
ENSMUSG00000057443	ENSMUST00000172843	Olfr138	1992	11582				
ENSMUSG00000054940	ENSMUST00000213505	Olfr137	124	1406				
ENSMUSG00000096840	ENSMUST00000208539	Olfr136	2809	1387	133	711		
ENSMUSG00000096840	ENSMUST00000208525	Olfr136	1715	1024	1387	133		
ENSMUSG00000096840	ENSMUST00000214035	Olfr136	1715	920	1387	133	711	
ENSMUSG00000096840	ENSMUST00000216963	Olfr136	1715	1024	1387	133	711	
ENSMUSG00000048292	ENSMUST00000214887	Olfr1417	3626	4772	437			
ENSMUSG00000060556	ENSMUST00000214796	Olfr1418	3755	679				
ENSMUSG00000067545	ENSMUST00000217617	Olfr1419	3407					
ENSMUSG00000067545	ENSMUST00000213954	Olfr1419	133	3407				
ENSMUSG00000067545	ENSMUST00000087857	Olfr1419	0					
ENSMUSG00000060878	ENSMUST00000217281	Olfr1420	5595	2922				
ENSMUSG00000060878	ENSMUST00000072784	Olfr1420	0					
ENSMUSG00000067529	ENSMUST00000214472	Olfr1423	345	1569	2047			
ENSMUSG00000067528	ENSMUST00000207681	Olfr1424	103	2242				
ENSMUSG00000067526	ENSMUST00000214918	Olfr1425	103	2217				
ENSMUSG00000044994	ENSMUST00000219996	Olfr1426	767	494				
ENSMUSG00000044994	ENSMUST00000220005	Olfr1426	1943	494				
ENSMUSG00000044994	ENSMUST00000208703	Olfr1426	2067	494				
ENSMUSG00000044994	ENSMUST00000219005	Olfr1426	2067	541				
ENSMUSG00000044994	ENSMUST00000219155	Olfr1426	2067	545				
ENSMUSG00000044994	ENSMUST00000217952	Olfr1426	2067					
ENSMUSG00000044994	ENSMUST00000112952	Olfr1426	2067	498				
ENSMUSG00000067525	ENSMUST00000216069	Olfr1427	3466					
ENSMUSG00000067525	ENSMUST00000215374	Olfr1427	1987					
ENSMUSG00000067524	ENSMUST00000208391	Olfr1428	4560	1502	678			
ENSMUSG00000067524	ENSMUST00000214103	Olfr1428	4560	1495				
ENSMUSG00000067522	ENSMUST00000213471	Olfr76	661	1431				
ENSMUSG00000067522	ENSMUST00000214676	Olfr76	661	1372				
ENSMUSG00000108889	ENSMUST00000219261	Olfr1555-ps1	2771					
ENSMUSG00000108889	ENSMUST00000207679	Olfr1555-ps1	2774					
ENSMUSG00000094133	ENSMUST00000213759	Olfr1431	4442	4115				
ENSMUSG00000109022	ENSMUST00000207710	Olfr1432	2774					
ENSMUSG00000067519	ENSMUST00000087818	Olfr262	0					
ENSMUSG00000060049	ENSMUST00000207969	Olfr235	823	6086				
ENSMUSG00000060049	ENSMUST00000214638	Olfr235	832	5063				
ENSMUSG00000060049	ENSMUST00000215407	Olfr235	823	832	5063			
ENSMUSG00000060049	ENSMUST00000214613	Olfr235	7008					
ENSMUSG00000060049	ENSMUST00000214551	Olfr235	4177					
ENSMUSG00000060049	ENSMUST00000073507	Olfr235	0					
ENSMUSG00000095640	ENSMUST00000207186	Olfr1434	3059					
ENSMUSG00000095640	ENSMUST00000207915	Olfr1434	3054					
ENSMUSG00000095640	ENSMUST00000208197	Olfr1434	0					
ENSMUSG00000067513	ENSMUST00000087812	Olfr1436	0					
ENSMUSG00000096436	ENSMUST00000207241	Olfr1437	2144					
ENSMUSG00000096436	ENSMUST00000052558	Olfr1437	0					
ENSMUSG00000109328	ENSMUST00000208398	Olfr1438-ps1	1728					
ENSMUSG00000046650	ENSMUST00000217062	Olfr1440	6822					
ENSMUSG00000046650	ENSMUST00000216145	Olfr1440	1054	5701				
ENSMUSG00000046650	ENSMUST00000213657	Olfr1440	1054	5643				
ENSMUSG00000050815	ENSMUST00000214153	Olfr1441	275	2381	1281			
ENSMUSG00000050815	ENSMUST00000216506	Olfr1441	275	2381	1350			
ENSMUSG00000044441	ENSMUST00000207341	Olfr1442	311	3056				
ENSMUSG00000044441	ENSMUST00000208494	Olfr1442	173	3056				
ENSMUSG00000044441	ENSMUST00000208657	Olfr1442	154	3056				
ENSMUSG00000045030	ENSMUST00000215134	Olfr1443	391	448	895			
ENSMUSG00000045030	ENSMUST00000049724	Olfr1443	448	895				
ENSMUSG00000046272	ENSMUST00000213606	Olfr1444	4286					
ENSMUSG00000046272	ENSMUST00000059675	Olfr1444	0					
ENSMUSG00000045126	ENSMUST00000049624	Olfr1445	0					
ENSMUSG00000057817	ENSMUST00000216805	Olfr1446	2842					
ENSMUSG00000057817	ENSMUST00000081236	Olfr1446	0					
ENSMUSG00000057817	ENSMUST00000207741	Olfr1446	1863	869				
ENSMUSG00000060303	ENSMUST00000216989	Olfr1447	228	1496				
ENSMUSG00000060303	ENSMUST00000071484	Olfr1447	0					
ENSMUSG00000060303	ENSMUST00000208343	Olfr1447	228	1493				
ENSMUSG00000048456	ENSMUST00000213713	Olfr1448	3033	390				
ENSMUSG00000048456	ENSMUST00000216888	Olfr1448	3033	135	390			
ENSMUSG00000048456	ENSMUST00000213177	Olfr1448	3253	390				
ENSMUSG00000049498	ENSMUST00000215325	Olfr1449	475	3262				
ENSMUSG00000049498	ENSMUST00000214079	Olfr1449	347	3262				
ENSMUSG00000049498	ENSMUST00000208624	Olfr1449	350	3262				
ENSMUSG00000062892	ENSMUST00000213587	Olfr1450	670					
ENSMUSG00000062892	ENSMUST00000213925	Olfr1450	3074					
ENSMUSG00000046913	ENSMUST00000207997	Olfr1451	3706					
ENSMUSG00000094755	ENSMUST00000087773	Olfr1453	0					
ENSMUSG00000094986	ENSMUST00000217568	Olfr1454	2264					
ENSMUSG00000094986	ENSMUST00000213806	Olfr1454	2642					
ENSMUSG00000094986	ENSMUST00000214695	Olfr1454	2478					
ENSMUSG00000061637	ENSMUST00000214561	Olfr1457	2364					
ENSMUSG00000061637	ENSMUST00000215229	Olfr1457	123	1852				
ENSMUSG00000061637	ENSMUST00000208913	Olfr1457	123	2294				
ENSMUSG00000062844	ENSMUST00000215160	Olfr1458	1917	1352				
ENSMUSG00000057503	ENSMUST00000213493	Olfr1459	101	2557				
ENSMUSG00000057503	ENSMUST00000078299	Olfr1459	0					
ENSMUSG00000045883	ENSMUST00000207113	Olfr1461	213	1437				
ENSMUSG00000045883	ENSMUST00000208489	Olfr1461	1193					
ENSMUSG00000094721	ENSMUST00000208533	Olfr1462	4618					
ENSMUSG00000096365	ENSMUST00000207246	Olfr1463	2758					
ENSMUSG00000062199	ENSMUST00000207340	Olfr1465	1213					
ENSMUSG00000096485	ENSMUST00000207124	Olfr1466	2730					
ENSMUSG00000049015	ENSMUST00000215096	Olfr1467	356	1792				
ENSMUSG00000063777	ENSMUST00000216910	Olfr1469	2586					
ENSMUSG00000096320	ENSMUST00000217249	Olfr1471	164	782				
ENSMUSG00000096320	ENSMUST00000217482	Olfr1471	1237					
ENSMUSG00000095189	ENSMUST00000096201	Olfr1472	1430					
ENSMUSG00000096273	ENSMUST00000220113	Olfr1474	165	105	784			
ENSMUSG00000096273	ENSMUST00000207529	Olfr1474	856					
ENSMUSG00000096708	ENSMUST00000080801	Olfr1475	0					
ENSMUSG00000071629	ENSMUST00000217001	Olfr1477	1647					
ENSMUSG00000071629	ENSMUST00000214274	Olfr1477	1163					
ENSMUSG00000095484	ENSMUST00000207987	Olfr1480	84	267	1208			
ENSMUSG00000095484	ENSMUST00000207904	Olfr1480	360	1130				
ENSMUSG00000095484	ENSMUST00000207093	Olfr1480	387	1130				
ENSMUSG00000096289	ENSMUST00000208104	Olfr1484	1701					
ENSMUSG00000096289	ENSMUST00000216014	Olfr1484	308	1172				
ENSMUSG00000096289	ENSMUST00000216369	Olfr1484	308	1250				
ENSMUSG00000096289	ENSMUST00000217451	Olfr1484	1694					
ENSMUSG00000096289	ENSMUST00000215567	Olfr1484	1623					
ENSMUSG00000094846	ENSMUST00000217061	Olfr1487	1618					
ENSMUSG00000094846	ENSMUST00000209005	Olfr1487	1696					
ENSMUSG00000094846	ENSMUST00000208347	Olfr1487	1767					
ENSMUSG00000094846	ENSMUST00000216688	Olfr1487	1218					
ENSMUSG00000045678	ENSMUST00000217182	Olfr1489	380	847				
ENSMUSG00000045678	ENSMUST00000053113	Olfr1489	0					
ENSMUSG00000061387	ENSMUST00000213900	Olfr1490	3290					
ENSMUSG00000051156	ENSMUST00000214007	Olfr1491	2047	5138				
ENSMUSG00000051156	ENSMUST00000216377	Olfr1491	2047	5135				
ENSMUSG00000051156	ENSMUST00000216622	Olfr1491	2047	3498	1586			
ENSMUSG00000051156	ENSMUST00000215493	Olfr1491	2050	5135				
ENSMUSG00000051156	ENSMUST00000216366	Olfr1491	2050	3498	1586			
ENSMUSG00000109520	ENSMUST00000207208	Olfr1493-ps1	2929					
ENSMUSG00000109520	ENSMUST00000208667	Olfr1493-ps1	488	2390				
ENSMUSG00000050865	ENSMUST00000207836	Olfr1494	2363	6285				
ENSMUSG00000047207	ENSMUST00000216980	Olfr1495	657	2923				
ENSMUSG00000047207	ENSMUST00000215930	Olfr1495	2945					
ENSMUSG00000047207	ENSMUST00000061669	Olfr1495	0					
ENSMUSG00000048356	ENSMUST00000209137	Olfr1496	2649					
ENSMUSG00000048356	ENSMUST00000057390	Olfr1496	0					
ENSMUSG00000044040	ENSMUST00000217384	Olfr1497	2207					
ENSMUSG00000045395	ENSMUST00000216659	Olfr1499	3339					
ENSMUSG00000054526	ENSMUST00000214475	Olfr1500	488	225	150			
ENSMUSG00000054526	ENSMUST00000067670	Olfr1500	571	488	270	150		
ENSMUSG00000054526	ENSMUST00000219674	Olfr1500	571	488	225			
ENSMUSG00000054526	ENSMUST00000216287	Olfr1500	548	488	225	150		
ENSMUSG00000054526	ENSMUST00000215760	Olfr1500	432	488	225	150		
ENSMUSG00000057270	ENSMUST00000208493	Olfr1501	11430					
ENSMUSG00000057270	ENSMUST00000215350	Olfr1501	10982					
ENSMUSG00000056858	ENSMUST00000074221	Olfr1502	0					
ENSMUSG00000059105	ENSMUST00000209192	Olfr1504	9495					
ENSMUSG00000059105	ENSMUST00000078282	Olfr1504	0					
ENSMUSG00000062314	ENSMUST00000216623	Olfr1505	2187	2583				
ENSMUSG00000062314	ENSMUST00000216835	Olfr1505	2187	2465				
ENSMUSG00000071764	ENSMUST00000214375	Olfr1320	431	10231				
ENSMUSG00000071764	ENSMUST00000214273	Olfr1320	431	3914	6153			
ENSMUSG00000067971	ENSMUST00000215373	Olfr1321	7001					
ENSMUSG00000067971	ENSMUST00000088876	Olfr1321	0					
ENSMUSG00000056281	ENSMUST00000217355	Olfr1322	4607					
ENSMUSG00000050504	ENSMUST00000213556	Olfr1323	7108	859	514			
ENSMUSG00000050504	ENSMUST00000213463	Olfr1323	7108	854	514			
ENSMUSG00000048173	ENSMUST00000215270	Olfr1324	1822					
ENSMUSG00000048173	ENSMUST00000050044	Olfr1324	0					
ENSMUSG00000043715	ENSMUST00000059880	Olfr1326-ps1	1645	454				
ENSMUSG00000051706	ENSMUST00000216108	Olfr1325	641	724				
ENSMUSG00000051706	ENSMUST00000216007	Olfr1325	559	724				
